Order ID,Customer,Region,Channel,Amount,Activity,Timestamp,Order Status,Resource
SO-2026-0033,Initech Ltd,APAC,Direct,11875.08,Fulfil Order,2026-02-07T03:37:33Z,Fulfilled,Fulfilment Centre
SO-2026-0018,Initech Ltd,EMEA,Partner,26072.04,Fulfil Order,2026-02-07T03:59:15Z,Fulfilled,Fulfilment Centre
SO-2026-0047,Acme Retail,EMEA,Direct,36677.27,Approve Order,2026-02-07T06:29:39Z,Approved,Order Desk
SO-2026-0031,Stark Traders,EMEA,Web,10950.13,Invoice Customer,2026-02-07T06:56:19Z,Invoiced,Billing System
SO-2026-0028,Globex Stores,EMEA,Partner,46606.22,Fulfil Order,2026-02-07T07:49:35Z,Fulfilled,Fulfilment Centre
SO-2026-0052,Wayne Enterprises,EMEA,Web,45632.65,Approve Order,2026-02-07T10:50:31Z,Approved,Order Desk
SO-2026-0002,Globex Stores,Americas,Partner,13777.77,Receive Payment,2026-02-07T11:42:36Z,Paid,Billing System
SO-2026-0015,Soylent Foods,EMEA,Partner,22815.93,Fulfil Order,2026-02-07T12:00:46Z,Fulfilled,Fulfilment Centre
SO-2026-0018,Initech Ltd,EMEA,Partner,44329.15,Invoice Customer,2026-02-07T12:13:15Z,Invoiced,Billing System
SO-2026-0033,Initech Ltd,APAC,Direct,23736.94,Invoice Customer,2026-02-07T12:25:33Z,Invoiced,Billing System
SO-2026-0039,Umbrella Group,Americas,Partner,47711.15,Invoice Customer,2026-02-07T13:10:49Z,Invoiced,Billing System
SO-2026-0029,Globex Stores,EMEA,Web,5720.35,Fulfil Order,2026-02-07T13:23:01Z,Fulfilled,Fulfilment Centre
SO-2026-0048,Globex Stores,Americas,Partner,14833.13,Cancel Order,2026-02-07T14:01:44Z,Cancelled,Tom Becker
SO-2026-0044,Vandelay Co,APAC,Web,14118.90,Invoice Customer,2026-02-07T14:13:43Z,Invoiced,Billing System
SO-2026-0012,Initech Ltd,EMEA,Web,39313.92,Invoice Customer,2026-02-07T14:28:53Z,Invoiced,Billing System
SO-2026-0038,Stark Traders,EMEA,Partner,26482.88,Fulfil Order,2026-02-07T15:53:27Z,Fulfilled,Fulfilment Centre
SO-2026-0042,Vandelay Co,Americas,Direct,4969.11,Invoice Customer,2026-02-07T17:19:44Z,Invoiced,Billing System
SO-2026-0040,Stark Traders,Americas,Direct,14667.64,Fulfil Order,2026-02-07T18:52:56Z,Fulfilled,Fulfilment Centre
SO-2026-0049,Acme Retail,APAC,Direct,27442.05,Fulfil Order,2026-02-07T21:29:35Z,Fulfilled,Fulfilment Centre
SO-2026-0027,Umbrella Group,APAC,Web,24588.26,Invoice Customer,2026-02-07T22:33:35Z,Invoiced,Billing System
SO-2026-0029,Globex Stores,EMEA,Web,23391.37,Invoice Customer,2026-02-07T22:41:01Z,Invoiced,Billing System
SO-2026-0040,Stark Traders,Americas,Direct,41818.00,Invoice Customer,2026-02-07T23:00:56Z,Invoiced,Billing System
SO-2026-0028,Globex Stores,EMEA,Partner,649.10,Invoice Customer,2026-02-08T00:54:35Z,Invoiced,Billing System
SO-2026-0038,Stark Traders,EMEA,Partner,34528.96,Invoice Customer,2026-02-08T02:40:27Z,Invoiced,Billing System
SO-2026-0051,Umbrella Group,Americas,Web,35152.01,Fulfil Order,2026-02-08T03:15:38Z,Fulfilled,Fulfilment Centre
SO-2026-0004,Wonka Brands,APAC,Web,2984.28,Receive Payment,2026-02-08T05:22:00Z,Paid,Billing System
SO-2026-0015,Soylent Foods,EMEA,Partner,42342.88,Invoice Customer,2026-02-08T08:21:46Z,Invoiced,Billing System
SO-2026-0047,Acme Retail,EMEA,Direct,29288.64,Fulfil Order,2026-02-08T08:27:39Z,Fulfilled,Fulfilment Centre
SO-2026-0049,Acme Retail,APAC,Direct,8426.28,Invoice Customer,2026-02-08T12:29:35Z,Invoiced,Billing System
SO-2026-0047,Acme Retail,EMEA,Direct,581.54,Invoice Customer,2026-02-08T16:02:39Z,Invoiced,Billing System
SO-2026-0050,Wonka Brands,Americas,Partner,14313.23,Fulfil Order,2026-02-08T16:17:10Z,Fulfilled,Fulfilment Centre
SO-2026-0051,Umbrella Group,Americas,Web,8746.13,Invoice Customer,2026-02-08T20:11:38Z,Invoiced,Billing System
SO-2026-0007,Wayne Enterprises,APAC,Partner,30077.36,Resolve Dispute,2026-02-08T20:24:05Z,Invoiced,Billing System
SO-2026-0050,Wonka Brands,Americas,Partner,39052.79,Invoice Customer,2026-02-08T20:25:10Z,Invoiced,Billing System
SO-2026-0046,Hooli Inc,EMEA,Web,20802.80,Fulfil Order,2026-02-08T22:00:33Z,Fulfilled,Fulfilment Centre
SO-2026-0030,Umbrella Group,Americas,Partner,47001.53,Receive Payment,2026-02-09T00:14:33Z,Paid,Billing System
SO-2026-0053,Stark Traders,APAC,Web,1588.02,Receive Order,2026-02-09T08:50:01Z,Received,Tom Becker
SO-2026-0054,Initech Ltd,Americas,Direct,32026.04,Receive Order,2026-02-09T09:24:19Z,Received,Tom Becker
SO-2026-0055,Acme Retail,Americas,Partner,34357.74,Receive Order,2026-02-09T09:35:24Z,Received,Nadia Rahman
SO-2026-0055,Acme Retail,Americas,Partner,23903.75,Run Credit Check,2026-02-09T11:23:24Z,Credit Check,Credit Desk
SO-2026-0056,Hooli Inc,EMEA,Partner,34582.81,Receive Order,2026-02-09T12:06:22Z,Received,Nadia Rahman
SO-2026-0057,Wayne Enterprises,EMEA,Partner,13405.57,Receive Order,2026-02-09T12:35:52Z,Received,Luis Ortega
SO-2026-0035,Globex Stores,EMEA,Partner,15952.64,Fulfil Order,2026-02-09T12:45:33Z,Fulfilled,Fulfilment Centre
SO-2026-0058,Stark Traders,APAC,Partner,36569.20,Receive Order,2026-02-09T12:57:01Z,Received,Priya Nair
SO-2026-0059,Wayne Enterprises,Americas,Direct,26173.88,Receive Order,2026-02-09T13:08:23Z,Received,Tom Becker
SO-2026-0060,Wonka Brands,APAC,Partner,46278.96,Receive Order,2026-02-09T13:24:24Z,Received,Priya Nair
SO-2026-0043,Stark Traders,EMEA,Direct,46635.21,Fulfil Order,2026-02-09T13:33:16Z,Fulfilled,Fulfilment Centre
SO-2026-0053,Stark Traders,APAC,Web,17811.04,Run Credit Check,2026-02-09T14:19:01Z,Credit Check,Credit Desk
SO-2026-0060,Wonka Brands,APAC,Partner,30559.50,Run Credit Check,2026-02-09T14:30:24Z,Credit Check,Credit Desk
SO-2026-0054,Initech Ltd,Americas,Direct,4639.93,Run Credit Check,2026-02-09T14:43:19Z,Credit Check,Credit Desk
SO-2026-0061,Umbrella Group,EMEA,Partner,6651.94,Receive Order,2026-02-09T15:01:47Z,Received,Priya Nair
SO-2026-0062,Wonka Brands,APAC,Direct,46318.26,Receive Order,2026-02-09T15:09:31Z,Received,Tom Becker
SO-2026-0035,Globex Stores,EMEA,Partner,36315.74,Invoice Customer,2026-02-09T15:39:33Z,Invoiced,Billing System
SO-2026-0052,Wayne Enterprises,EMEA,Web,19551.44,Fulfil Order,2026-02-09T16:21:31Z,Fulfilled,Fulfilment Centre
SO-2026-0055,Acme Retail,Americas,Partner,26964.70,Approve Order,2026-02-09T16:47:24Z,Approved,Order Desk
SO-2026-0046,Hooli Inc,EMEA,Web,16594.19,Invoice Customer,2026-02-09T18:07:33Z,Invoiced,Billing System
SO-2026-0045,Globex Stores,EMEA,Web,34514.24,Fulfil Order,2026-02-09T18:20:25Z,Fulfilled,Fulfilment Centre
SO-2026-0057,Wayne Enterprises,EMEA,Partner,6047.52,Run Credit Check,2026-02-09T19:25:52Z,Credit Check,Credit Desk
SO-2026-0059,Wayne Enterprises,Americas,Direct,13861.88,Run Credit Check,2026-02-09T19:28:23Z,Credit Check,Credit Desk
SO-2026-0003,Initech Ltd,APAC,Web,40586.87,Receive Payment,2026-02-09T20:03:27Z,Paid,Billing System
SO-2026-0033,Initech Ltd,APAC,Direct,10212.37,Receive Payment,2026-02-09T20:04:33Z,Paid,Billing System
SO-2026-0054,Initech Ltd,Americas,Direct,11094.27,Approve Order,2026-02-09T20:37:19Z,Approved,Order Desk
SO-2026-0059,Wayne Enterprises,Americas,Direct,23726.16,Approve Order,2026-02-09T20:37:23Z,Approved,Order Desk
SO-2026-0027,Umbrella Group,APAC,Web,7837.66,Receive Payment,2026-02-09T20:52:35Z,Paid,Billing System
SO-2026-0062,Wonka Brands,APAC,Direct,11053.02,Run Credit Check,2026-02-09T21:31:31Z,Credit Check,Credit Desk
SO-2026-0058,Stark Traders,APAC,Partner,14021.38,Run Credit Check,2026-02-09T21:49:01Z,Credit Check,Credit Desk
SO-2026-0053,Stark Traders,APAC,Web,25303.21,Approve Order,2026-02-09T22:22:01Z,Approved,Order Desk
SO-2026-0062,Wonka Brands,APAC,Direct,29712.11,Approve Order,2026-02-09T22:37:31Z,Approved,Order Desk
SO-2026-0057,Wayne Enterprises,EMEA,Partner,31725.02,Place On Credit Hold,2026-02-09T23:24:52Z,On Credit Hold,Credit Desk
SO-2026-0036,Wonka Brands,EMEA,Web,947.85,Fulfil Order,2026-02-10T01:23:34Z,Fulfilled,Fulfilment Centre
SO-2026-0045,Globex Stores,EMEA,Web,42601.99,Invoice Customer,2026-02-10T03:55:25Z,Invoiced,Billing System
SO-2026-0015,Soylent Foods,EMEA,Partner,12923.18,Raise Dispute,2026-02-10T06:08:46Z,Disputed,Nadia Rahman
SO-2026-0061,Umbrella Group,EMEA,Partner,2989.50,Ship Goods,2026-02-10T06:34:47Z,Fulfilled,Fulfilment Centre
SO-2026-0063,Umbrella Group,EMEA,Partner,27183.30,Receive Order,2026-02-10T08:12:07Z,Received,Luis Ortega
SO-2026-0064,Wayne Enterprises,Americas,Partner,34760.15,Receive Order,2026-02-10T08:37:45Z,Received,Nadia Rahman
SO-2026-0065,Wayne Enterprises,EMEA,Web,16303.59,Receive Order,2026-02-10T08:40:32Z,Received,Luis Ortega
SO-2026-0060,Wonka Brands,APAC,Partner,8174.24,Cancel Order,2026-02-10T09:05:24Z,Cancelled,Priya Nair
SO-2026-0043,Stark Traders,EMEA,Direct,19321.35,Invoice Customer,2026-02-10T09:16:16Z,Invoiced,Billing System
SO-2026-0032,Wonka Brands,EMEA,Web,13574.18,Fulfil Order,2026-02-10T09:36:12Z,Fulfilled,Fulfilment Centre
SO-2026-0066,Soylent Foods,Americas,Web,21529.77,Receive Order,2026-02-10T10:48:19Z,Received,Nadia Rahman
SO-2026-0067,Umbrella Group,EMEA,Direct,32920.17,Receive Order,2026-02-10T11:03:31Z,Received,Luis Ortega
SO-2026-0005,Hooli Inc,APAC,Partner,10218.01,Receive Payment,2026-02-10T11:19:04Z,Paid,Billing System
SO-2026-0068,Umbrella Group,EMEA,Partner,42497.12,Receive Order,2026-02-10T11:26:46Z,Received,Luis Ortega
SO-2026-0069,Wonka Brands,EMEA,Web,3646.62,Receive Order,2026-02-10T11:32:04Z,Received,Tom Becker
SO-2026-0070,Vandelay Co,APAC,Web,30361.42,Receive Order,2026-02-10T11:46:27Z,Received,Tom Becker
SO-2026-0064,Wayne Enterprises,Americas,Partner,44640.96,Run Credit Check,2026-02-10T11:51:45Z,Credit Check,Credit Desk
SO-2026-0071,Vandelay Co,Americas,Web,44456.99,Receive Order,2026-02-10T12:39:56Z,Received,Priya Nair
SO-2026-0072,Hooli Inc,EMEA,Web,36968.71,Receive Order,2026-02-10T13:27:11Z,Received,Tom Becker
SO-2026-0062,Wonka Brands,APAC,Direct,2392.84,Fulfil Order,2026-02-10T13:44:31Z,Fulfilled,Fulfilment Centre
SO-2026-0070,Vandelay Co,APAC,Web,8252.08,Approve Order,2026-02-10T13:48:27Z,Approved,Order Desk
SO-2026-0073,Soylent Foods,APAC,Direct,13966.30,Receive Order,2026-02-10T13:51:57Z,Received,Priya Nair
SO-2026-0052,Wayne Enterprises,EMEA,Web,13527.48,Invoice Customer,2026-02-10T14:13:31Z,Invoiced,Billing System
SO-2026-0066,Soylent Foods,Americas,Web,47166.25,Run Credit Check,2026-02-10T14:19:19Z,Credit Check,Credit Desk
SO-2026-0063,Umbrella Group,EMEA,Partner,7569.74,Run Credit Check,2026-02-10T14:27:07Z,Credit Check,Credit Desk
SO-2026-0074,Soylent Foods,APAC,Direct,8666.15,Receive Order,2026-02-10T14:33:18Z,Received,Nadia Rahman
SO-2026-0059,Wayne Enterprises,Americas,Direct,46938.81,Fulfil Order,2026-02-10T14:49:23Z,Fulfilled,Fulfilment Centre
SO-2026-0065,Wayne Enterprises,EMEA,Web,26392.15,Run Credit Check,2026-02-10T15:45:32Z,Credit Check,Credit Desk
SO-2026-0075,Initech Ltd,Americas,Partner,29953.14,Receive Order,2026-02-10T15:47:26Z,Received,Nadia Rahman
SO-2026-0073,Soylent Foods,APAC,Direct,5433.42,Run Credit Check,2026-02-10T16:30:57Z,Credit Check,Credit Desk
SO-2026-0068,Umbrella Group,EMEA,Partner,3727.28,Run Credit Check,2026-02-10T17:25:46Z,Credit Check,Credit Desk
SO-2026-0069,Wonka Brands,EMEA,Web,18571.45,Run Credit Check,2026-02-10T17:55:04Z,Credit Check,Credit Desk
SO-2026-0062,Wonka Brands,APAC,Direct,15355.94,Invoice Customer,2026-02-10T18:57:31Z,Invoiced,Billing System
SO-2026-0067,Umbrella Group,EMEA,Direct,31801.26,Run Credit Check,2026-02-10T19:26:31Z,Credit Check,Credit Desk
SO-2026-0059,Wayne Enterprises,Americas,Direct,6835.24,Invoice Customer,2026-02-10T19:27:23Z,Invoiced,Billing System
SO-2026-0065,Wayne Enterprises,EMEA,Web,13965.44,Approve Order,2026-02-10T20:25:32Z,Approved,Order Desk
SO-2026-0014,Wayne Enterprises,APAC,Partner,16104.82,Receive Payment,2026-02-10T20:27:27Z,Paid,Billing System
SO-2026-0063,Umbrella Group,EMEA,Partner,42215.13,Approve Order,2026-02-10T20:30:07Z,Approved,Order Desk
SO-2026-0075,Initech Ltd,Americas,Partner,41998.34,Run Credit Check,2026-02-10T20:35:26Z,Credit Check,Credit Desk
SO-2026-0036,Wonka Brands,EMEA,Web,30780.16,Invoice Customer,2026-02-10T20:37:34Z,Invoiced,Billing System
SO-2026-0071,Vandelay Co,Americas,Web,33282.92,Run Credit Check,2026-02-10T21:02:56Z,Credit Check,Credit Desk
SO-2026-0074,Soylent Foods,APAC,Direct,15161.41,Run Credit Check,2026-02-10T21:16:18Z,Credit Check,Credit Desk
SO-2026-0064,Wayne Enterprises,Americas,Partner,41814.67,Approve Order,2026-02-10T21:18:45Z,Approved,Order Desk
SO-2026-0072,Hooli Inc,EMEA,Web,37105.37,Run Credit Check,2026-02-10T22:01:11Z,Credit Check,Credit Desk
SO-2026-0066,Soylent Foods,Americas,Web,32684.64,Approve Order,2026-02-10T22:04:19Z,Approved,Order Desk
SO-2026-0058,Stark Traders,APAC,Partner,18365.95,Cancel Order,2026-02-10T22:33:01Z,Cancelled,Priya Nair
SO-2026-0061,Umbrella Group,EMEA,Partner,37006.58,Invoice Customer,2026-02-10T22:37:47Z,Invoiced,Billing System
SO-2026-0069,Wonka Brands,EMEA,Web,28160.07,Approve Order,2026-02-10T23:15:04Z,Approved,Order Desk
SO-2026-0073,Soylent Foods,APAC,Direct,19565.77,Approve Order,2026-02-10T23:27:57Z,Approved,Order Desk
SO-2026-0023,Initech Ltd,Americas,Partner,13020.94,Receive Payment,2026-02-10T23:29:02Z,Paid,Billing System
SO-2026-0010,Soylent Foods,APAC,Partner,33775.45,Receive Payment,2026-02-10T23:43:07Z,Paid,Billing System
SO-2026-0053,Stark Traders,APAC,Web,27022.32,Fulfil Order,2026-02-10T23:44:01Z,Fulfilled,Fulfilment Centre
SO-2026-0072,Hooli Inc,EMEA,Web,5216.67,Approve Order,2026-02-11T03:05:11Z,Approved,Order Desk
SO-2026-0068,Umbrella Group,EMEA,Partner,42694.29,Place On Credit Hold,2026-02-11T03:58:46Z,On Credit Hold,Credit Desk
SO-2026-0032,Wonka Brands,EMEA,Web,7547.18,Invoice Customer,2026-02-11T05:23:12Z,Invoiced,Billing System
SO-2026-0040,Stark Traders,Americas,Direct,43562.81,Receive Payment,2026-02-11T05:38:56Z,Paid,Billing System
SO-2026-0074,Soylent Foods,APAC,Direct,23536.59,Place On Credit Hold,2026-02-11T06:56:18Z,On Credit Hold,Credit Desk
SO-2026-0067,Umbrella Group,EMEA,Direct,16061.15,Approve Order,2026-02-11T07:20:31Z,Approved,Order Desk
SO-2026-0055,Acme Retail,Americas,Partner,42441.81,Fulfil Order,2026-02-11T07:24:24Z,Fulfilled,Fulfilment Centre
SO-2026-0041,Globex Stores,EMEA,Partner,28910.20,Receive Payment,2026-02-11T07:27:25Z,Paid,Billing System
SO-2026-0068,Umbrella Group,EMEA,Partner,26129.62,Cancel Order,2026-02-11T07:40:46Z,Cancelled,Luis Ortega
SO-2026-0076,Globex Stores,EMEA,Web,23018.86,Receive Order,2026-02-11T08:01:05Z,Received,Tom Becker
SO-2026-0077,Acme Retail,APAC,Web,45151.25,Receive Order,2026-02-11T08:15:05Z,Received,Luis Ortega
SO-2026-0071,Vandelay Co,Americas,Web,27414.75,Approve Order,2026-02-11T09:02:56Z,Approved,Order Desk
SO-2026-0076,Globex Stores,EMEA,Web,39664.98,Run Credit Check,2026-02-11T09:15:05Z,Credit Check,Credit Desk
SO-2026-0075,Initech Ltd,Americas,Partner,44018.30,Approve Order,2026-02-11T09:24:26Z,Approved,Order Desk
SO-2026-0055,Acme Retail,Americas,Partner,26316.21,Invoice Customer,2026-02-11T09:39:24Z,Invoiced,Billing System
SO-2026-0078,Acme Retail,APAC,Web,19907.59,Receive Order,2026-02-11T09:54:21Z,Received,Tom Becker
SO-2026-0079,Wonka Brands,APAC,Web,31186.22,Receive Order,2026-02-11T11:48:35Z,Received,Priya Nair
SO-2026-0080,Acme Retail,Americas,Web,46783.13,Receive Order,2026-02-11T12:08:49Z,Received,Luis Ortega
SO-2026-0081,Acme Retail,APAC,Direct,18258.02,Receive Order,2026-02-11T12:16:03Z,Received,Luis Ortega
SO-2026-0017,Soylent Foods,Americas,Partner,11817.06,Receive Payment,2026-02-11T12:28:32Z,Paid,Billing System
SO-2026-0082,Vandelay Co,Americas,Direct,15225.58,Receive Order,2026-02-11T12:31:27Z,Received,Nadia Rahman
SO-2026-0083,Hooli Inc,EMEA,Partner,43911.24,Receive Order,2026-02-11T12:38:25Z,Received,Priya Nair
SO-2026-0084,Acme Retail,Americas,Partner,37007.84,Receive Order,2026-02-11T12:44:54Z,Received,Nadia Rahman
SO-2026-0078,Acme Retail,APAC,Web,36461.81,Run Credit Check,2026-02-11T12:54:21Z,Credit Check,Credit Desk
SO-2026-0076,Globex Stores,EMEA,Web,1009.09,Cancel Order,2026-02-11T13:16:05Z,Cancelled,Tom Becker
SO-2026-0085,Soylent Foods,Americas,Partner,8304.18,Receive Order,2026-02-11T13:46:16Z,Received,Priya Nair
SO-2026-0080,Acme Retail,Americas,Web,2926.22,Run Credit Check,2026-02-11T14:29:49Z,Credit Check,Credit Desk
SO-2026-0086,Wayne Enterprises,EMEA,Partner,41900.13,Receive Order,2026-02-11T15:20:24Z,Received,Tom Becker
SO-2026-0057,Wayne Enterprises,EMEA,Partner,24433.79,Release Credit Hold,2026-02-11T15:27:52Z,Approved,Credit Desk
SO-2026-0078,Acme Retail,APAC,Web,24426.81,Approve Order,2026-02-11T15:33:21Z,Approved,Order Desk
SO-2026-0087,Initech Ltd,APAC,Partner,33664.89,Receive Order,2026-02-11T15:59:20Z,Received,Tom Becker
SO-2026-0081,Acme Retail,APAC,Direct,31847.90,Run Credit Check,2026-02-11T16:44:03Z,Credit Check,Credit Desk
SO-2026-0077,Acme Retail,APAC,Web,38681.56,Run Credit Check,2026-02-11T16:53:05Z,Credit Check,Credit Desk
SO-2026-0088,Vandelay Co,APAC,Direct,26515.66,Receive Order,2026-02-11T16:59:26Z,Received,Tom Becker
SO-2026-0007,Wayne Enterprises,APAC,Partner,15939.98,Receive Payment,2026-02-11T17:08:05Z,Paid,Billing System
SO-2026-0086,Wayne Enterprises,EMEA,Partner,35052.81,Run Credit Check,2026-02-11T17:10:24Z,Credit Check,Credit Desk
SO-2026-0085,Soylent Foods,Americas,Partner,29893.52,Run Credit Check,2026-02-11T17:37:16Z,Credit Check,Credit Desk
SO-2026-0086,Wayne Enterprises,EMEA,Partner,21889.53,Approve Order,2026-02-11T18:15:24Z,Approved,Order Desk
SO-2026-0054,Initech Ltd,Americas,Direct,31681.13,Fulfil Order,2026-02-11T18:37:19Z,Fulfilled,Fulfilment Centre
SO-2026-0080,Acme Retail,Americas,Web,11023.79,Place On Credit Hold,2026-02-11T18:45:49Z,On Credit Hold,Credit Desk
SO-2026-0087,Initech Ltd,APAC,Partner,893.90,Run Credit Check,2026-02-11T18:53:20Z,Credit Check,Credit Desk
SO-2026-0079,Wonka Brands,APAC,Web,23883.73,Run Credit Check,2026-02-11T18:59:35Z,Credit Check,Credit Desk
SO-2026-0084,Acme Retail,Americas,Partner,27235.67,Run Credit Check,2026-02-11T19:12:54Z,Credit Check,Credit Desk
SO-2026-0082,Vandelay Co,Americas,Direct,8546.61,Run Credit Check,2026-02-11T19:19:27Z,Credit Check,Credit Desk
SO-2026-0077,Acme Retail,APAC,Web,23820.37,Approve Order,2026-02-11T19:25:05Z,Approved,Order Desk
SO-2026-0085,Soylent Foods,Americas,Partner,18532.64,Place On Credit Hold,2026-02-11T20:09:16Z,On Credit Hold,Credit Desk
SO-2026-0072,Hooli Inc,EMEA,Web,33685.77,Fulfil Order,2026-02-11T21:21:11Z,Fulfilled,Fulfilment Centre
SO-2026-0084,Acme Retail,Americas,Partner,9786.00,Approve Order,2026-02-11T21:29:54Z,Approved,Order Desk
SO-2026-0080,Acme Retail,Americas,Web,47601.12,Release Credit Hold,2026-02-11T23:45:49Z,Approved,Credit Desk
SO-2026-0053,Stark Traders,APAC,Web,39055.98,Invoice Customer,2026-02-11T23:47:01Z,Invoiced,Billing System
SO-2026-0050,Wonka Brands,Americas,Partner,3762.15,Receive Payment,2026-02-12T00:11:10Z,Paid,Billing System
SO-2026-0022,Globex Stores,APAC,Direct,9412.94,Receive Payment,2026-02-12T00:35:27Z,Paid,Billing System
SO-2026-0088,Vandelay Co,APAC,Direct,7792.35,Run Credit Check,2026-02-12T00:40:26Z,Credit Check,Credit Desk
SO-2026-0070,Vandelay Co,APAC,Web,6524.65,Fulfil Order,2026-02-12T01:35:27Z,Fulfilled,Fulfilment Centre
SO-2026-0072,Hooli Inc,EMEA,Web,22127.47,Invoice Customer,2026-02-12T01:39:11Z,Invoiced,Billing System
SO-2026-0057,Wayne Enterprises,EMEA,Partner,38438.86,Fulfil Order,2026-02-12T01:42:52Z,Fulfilled,Fulfilment Centre
SO-2026-0073,Soylent Foods,APAC,Direct,7353.34,Fulfil Order,2026-02-12T02:37:57Z,Fulfilled,Fulfilment Centre
SO-2026-0081,Acme Retail,APAC,Direct,21188.75,Cancel Order,2026-02-12T02:51:03Z,Cancelled,Luis Ortega
SO-2026-0077,Acme Retail,APAC,Web,34212.61,Fulfil Order,2026-02-12T03:07:05Z,Fulfilled,Fulfilment Centre
SO-2026-0082,Vandelay Co,Americas,Direct,44832.96,Approve Order,2026-02-12T04:08:27Z,Approved,Order Desk
SO-2026-0075,Initech Ltd,Americas,Partner,47345.07,Fulfil Order,2026-02-12T04:43:26Z,Fulfilled,Fulfilment Centre
SO-2026-0029,Globex Stores,EMEA,Web,39782.45,Receive Payment,2026-02-12T06:23:01Z,Paid,Billing System
SO-2026-0079,Wonka Brands,APAC,Web,30878.45,Place On Credit Hold,2026-02-12T06:33:35Z,On Credit Hold,Credit Desk
SO-2026-0087,Initech Ltd,APAC,Partner,23095.19,Place On Credit Hold,2026-02-12T06:55:20Z,On Credit Hold,Credit Desk
SO-2026-0021,Globex Stores,APAC,Direct,6740.24,Receive Payment,2026-02-12T07:05:05Z,Paid,Billing System
SO-2026-0088,Vandelay Co,APAC,Direct,782.17,Approve Order,2026-02-12T07:28:26Z,Approved,Order Desk
SO-2026-0001,Soylent Foods,Americas,Partner,23328.84,Receive Payment,2026-02-12T07:42:45Z,Paid,Billing System
SO-2026-0032,Wonka Brands,EMEA,Web,40472.84,Receive Payment,2026-02-12T08:11:12Z,Paid,Billing System
SO-2026-0089,Wayne Enterprises,Americas,Partner,37619.08,Receive Order,2026-02-12T08:22:41Z,Received,Nadia Rahman
SO-2026-0090,Vandelay Co,Americas,Partner,3655.86,Receive Order,2026-02-12T09:01:03Z,Received,Nadia Rahman
SO-2026-0064,Wayne Enterprises,Americas,Partner,40700.32,Fulfil Order,2026-02-12T09:18:45Z,Fulfilled,Fulfilment Centre
SO-2026-0091,Wayne Enterprises,Americas,Web,23039.51,Receive Order,2026-02-12T09:48:26Z,Received,Luis Ortega
SO-2026-0092,Initech Ltd,APAC,Direct,21557.12,Receive Order,2026-02-12T09:55:51Z,Received,Nadia Rahman
SO-2026-0090,Vandelay Co,Americas,Partner,22568.68,Run Credit Check,2026-02-12T10:02:03Z,Credit Check,Credit Desk
SO-2026-0089,Wayne Enterprises,Americas,Partner,27706.57,Run Credit Check,2026-02-12T10:05:41Z,Credit Check,Credit Desk
SO-2026-0093,Initech Ltd,Americas,Partner,25315.85,Receive Order,2026-02-12T10:17:45Z,Received,Tom Becker
SO-2026-0094,Wonka Brands,EMEA,Partner,20524.59,Receive Order,2026-02-12T11:03:46Z,Received,Priya Nair
SO-2026-0090,Vandelay Co,Americas,Partner,32061.25,Approve Order,2026-02-12T11:16:03Z,Approved,Order Desk
SO-2026-0095,Soylent Foods,Americas,Direct,29965.17,Receive Order,2026-02-12T12:08:46Z,Received,Luis Ortega
SO-2026-0094,Wonka Brands,EMEA,Partner,5553.18,Run Credit Check,2026-02-12T12:24:46Z,Credit Check,Credit Desk
SO-2026-0096,Wayne Enterprises,Americas,Partner,4537.28,Receive Order,2026-02-12T13:11:23Z,Received,Nadia Rahman
SO-2026-0062,Wonka Brands,APAC,Direct,34044.64,Raise Dispute,2026-02-12T13:15:31Z,Disputed,Tom Becker
SO-2026-0078,Acme Retail,APAC,Web,21236.92,Fulfil Order,2026-02-12T13:26:21Z,Fulfilled,Fulfilment Centre
SO-2026-0097,Vandelay Co,EMEA,Direct,17811.68,Receive Order,2026-02-12T13:53:25Z,Received,Luis Ortega
SO-2026-0082,Vandelay Co,Americas,Direct,3775.73,Fulfil Order,2026-02-12T14:14:27Z,Fulfilled,Fulfilment Centre
SO-2026-0098,Stark Traders,EMEA,Web,41012.92,Receive Order,2026-02-12T14:31:56Z,Received,Tom Becker
SO-2026-0099,Hooli Inc,APAC,Direct,31197.18,Receive Order,2026-02-12T14:45:32Z,Received,Luis Ortega
SO-2026-0100,Stark Traders,APAC,Partner,47576.77,Receive Order,2026-02-12T14:54:54Z,Received,Luis Ortega
SO-2026-0064,Wayne Enterprises,Americas,Partner,4020.67,Invoice Customer,2026-02-12T15:17:45Z,Invoiced,Billing System
SO-2026-0092,Initech Ltd,APAC,Direct,20980.48,Approve Order,2026-02-12T15:25:51Z,Approved,Order Desk
SO-2026-0096,Wayne Enterprises,Americas,Partner,21460.64,Run Credit Check,2026-02-12T15:36:23Z,Credit Check,Credit Desk
SO-2026-0024,Acme Retail,Americas,Partner,3346.63,Receive Payment,2026-02-12T15:47:17Z,Paid,Billing System
SO-2026-0089,Wayne Enterprises,Americas,Partner,10244.48,Approve Order,2026-02-12T15:54:41Z,Approved,Order Desk
SO-2026-0073,Soylent Foods,APAC,Direct,18062.07,Invoice Customer,2026-02-12T15:55:57Z,Invoiced,Billing System
SO-2026-0057,Wayne Enterprises,EMEA,Partner,36620.54,Invoice Customer,2026-02-12T15:57:52Z,Invoiced,Billing System
