Requisition,Activity,Timestamp,Status,Team
REQ-2026-0052,Raise Purchase Order,2026-03-15T00:56:12Z,Ordered,Procurement
REQ-2026-0055,Raise Purchase Order,2026-03-15T05:52:45Z,Ordered,Procurement
REQ-2026-0061,Review Terms,2026-03-15T06:39:31Z,Terms Reviewed,Legal
REQ-2026-0018,Receive Goods,2026-03-15T08:03:16Z,Received,Procurement
REQ-2026-0007,Close Requisition,2026-03-15T08:46:06Z,Closed,Procurement
REQ-2026-0033,Receive Goods,2026-03-15T09:21:15Z,Received,Procurement
REQ-2026-0041,Revise Terms,2026-03-15T09:31:16Z,Terms Revised,Legal
REQ-2026-0045,Review Terms,2026-03-15T10:34:52Z,Terms Reviewed,Legal
REQ-2026-0033,Close Requisition,2026-03-15T10:59:15Z,Closed,Procurement
REQ-2026-0043,Review Terms,2026-03-15T11:38:58Z,Terms Reviewed,Legal
REQ-2026-0043,Raise Purchase Order,2026-03-15T13:33:58Z,Ordered,Procurement
REQ-2026-0061,Query Terms,2026-03-15T14:03:31Z,Terms Queried,Finance
REQ-2026-0018,Close Requisition,2026-03-15T15:28:16Z,Closed,Procurement
REQ-2026-0031,Receive Goods,2026-03-15T15:56:18Z,Received,Procurement
REQ-2026-0041,Accept Terms,2026-03-15T16:46:16Z,Terms Agreed,Finance
REQ-2026-0045,Raise Purchase Order,2026-03-15T17:53:52Z,Ordered,Procurement
REQ-2026-0037,Receive Goods,2026-03-15T20:47:14Z,Received,Procurement
REQ-2026-0041,Raise Purchase Order,2026-03-15T21:33:16Z,Ordered,Procurement
REQ-2026-0031,Close Requisition,2026-03-15T22:48:18Z,Closed,Procurement
REQ-2026-0050,Review Terms,2026-03-15T23:03:04Z,Terms Reviewed,Legal
REQ-2026-0050,Raise Purchase Order,2026-03-16T02:39:04Z,Ordered,Procurement
REQ-2026-0060,Review Terms,2026-03-16T05:09:34Z,Terms Reviewed,Legal
REQ-2026-0037,Close Requisition,2026-03-16T09:37:14Z,Closed,Procurement
REQ-2026-0060,Raise Purchase Order,2026-03-16T10:53:34Z,Ordered,Procurement
REQ-2026-0067,Raise Requisition,2026-03-16T11:09:30Z,Raised,Procurement
REQ-2026-0068,Raise Requisition,2026-03-16T11:36:48Z,Raised,Procurement
REQ-2026-0069,Raise Requisition,2026-03-16T12:12:22Z,Raised,Procurement
REQ-2026-0070,Raise Requisition,2026-03-16T12:53:24Z,Raised,Procurement
REQ-2026-0036,Receive Goods,2026-03-16T13:32:49Z,Received,Procurement
REQ-2026-0071,Raise Requisition,2026-03-16T13:54:33Z,Raised,Procurement
REQ-2026-0072,Raise Requisition,2026-03-16T15:46:38Z,Raised,Procurement
REQ-2026-0067,Check Budget,2026-03-16T16:04:30Z,Budget Checked,Finance
REQ-2026-0017,Receive Goods,2026-03-16T17:33:40Z,Received,Procurement
REQ-2026-0017,Close Requisition,2026-03-16T18:39:40Z,Closed,Procurement
REQ-2026-0038,Revise Terms,2026-03-16T18:46:19Z,Terms Revised,Legal
REQ-2026-0068,Check Budget,2026-03-16T20:37:48Z,Budget Checked,Finance
REQ-2026-0023,Receive Goods,2026-03-16T20:48:59Z,Received,Procurement
REQ-2026-0069,Check Budget,2026-03-17T00:05:22Z,Budget Checked,Finance
REQ-2026-0071,Check Budget,2026-03-17T00:50:33Z,Budget Checked,Finance
REQ-2026-0070,Check Budget,2026-03-17T01:29:24Z,Budget Checked,Finance
REQ-2026-0036,Close Requisition,2026-03-17T02:14:49Z,Closed,Procurement
REQ-2026-0072,Check Budget,2026-03-17T03:19:38Z,Budget Checked,Finance
REQ-2026-0039,Revise Terms,2026-03-17T06:32:49Z,Terms Revised,Legal
REQ-2026-0025,Receive Goods,2026-03-17T06:41:13Z,Received,Procurement
REQ-2026-0062,Review Terms,2026-03-17T07:29:56Z,Terms Reviewed,Legal
REQ-2026-0073,Raise Requisition,2026-03-17T08:11:43Z,Raised,Procurement
REQ-2026-0074,Raise Requisition,2026-03-17T08:42:40Z,Raised,Procurement
REQ-2026-0023,Close Requisition,2026-03-17T08:43:59Z,Closed,Procurement
REQ-2026-0059,Review Terms,2026-03-17T09:10:42Z,Terms Reviewed,Legal
REQ-2026-0075,Raise Requisition,2026-03-17T09:35:36Z,Raised,Procurement
REQ-2026-0076,Raise Requisition,2026-03-17T09:41:00Z,Raised,Procurement
REQ-2026-0077,Raise Requisition,2026-03-17T10:14:08Z,Raised,Procurement
REQ-2026-0078,Raise Requisition,2026-03-17T10:19:08Z,Raised,Procurement
REQ-2026-0079,Raise Requisition,2026-03-17T11:07:30Z,Raised,Procurement
REQ-2026-0038,Accept Terms,2026-03-17T11:09:19Z,Terms Agreed,Finance
REQ-2026-0044,Revise Terms,2026-03-17T11:14:14Z,Terms Revised,Legal
REQ-2026-0080,Raise Requisition,2026-03-17T11:27:08Z,Raised,Procurement
REQ-2026-0065,Review Terms,2026-03-17T11:56:40Z,Terms Reviewed,Legal
REQ-2026-0062,Raise Purchase Order,2026-03-17T12:15:56Z,Ordered,Procurement
REQ-2026-0081,Raise Requisition,2026-03-17T12:20:15Z,Raised,Procurement
REQ-2026-0082,Raise Requisition,2026-03-17T12:23:10Z,Raised,Procurement
REQ-2026-0083,Raise Requisition,2026-03-17T12:24:00Z,Raised,Procurement
REQ-2026-0039,Accept Terms,2026-03-17T12:27:49Z,Terms Agreed,Finance
REQ-2026-0073,Check Budget,2026-03-17T12:37:43Z,Budget Checked,Finance
REQ-2026-0003,Receive Goods,2026-03-17T12:52:24Z,Received,Procurement
REQ-2026-0020,Receive Goods,2026-03-17T13:03:29Z,Received,Procurement
REQ-2026-0084,Raise Requisition,2026-03-17T13:03:42Z,Raised,Procurement
REQ-2026-0077,Check Budget,2026-03-17T13:08:08Z,Budget Checked,Finance
REQ-2026-0085,Raise Requisition,2026-03-17T13:35:43Z,Raised,Procurement
REQ-2026-0059,Raise Purchase Order,2026-03-17T13:39:42Z,Ordered,Procurement
REQ-2026-0074,Check Budget,2026-03-17T13:53:40Z,Budget Checked,Finance
REQ-2026-0086,Raise Requisition,2026-03-17T14:46:09Z,Raised,Procurement
REQ-2026-0087,Raise Requisition,2026-03-17T15:21:53Z,Raised,Procurement
REQ-2026-0082,Check Budget,2026-03-17T15:51:10Z,Budget Checked,Finance
REQ-2026-0020,Close Requisition,2026-03-17T16:04:29Z,Closed,Procurement
REQ-2026-0088,Raise Requisition,2026-03-17T16:05:21Z,Raised,Procurement
REQ-2026-0083,Check Budget,2026-03-17T16:06:00Z,Budget Checked,Finance
REQ-2026-0076,Check Budget,2026-03-17T16:07:00Z,Budget Checked,Finance
REQ-2026-0061,Revise Terms,2026-03-17T17:28:31Z,Terms Revised,Legal
REQ-2026-0038,Raise Purchase Order,2026-03-17T17:29:19Z,Ordered,Procurement
REQ-2026-0048,Receive Goods,2026-03-17T17:31:33Z,Received,Procurement
REQ-2026-0039,Raise Purchase Order,2026-03-17T17:34:49Z,Ordered,Procurement
REQ-2026-0078,Check Budget,2026-03-17T17:43:08Z,Budget Checked,Finance
REQ-2026-0025,Close Requisition,2026-03-17T18:11:13Z,Closed,Procurement
REQ-2026-0079,Check Budget,2026-03-17T18:12:30Z,Budget Checked,Finance
REQ-2026-0087,Check Budget,2026-03-17T18:24:53Z,Budget Checked,Finance
REQ-2026-0081,Check Budget,2026-03-17T18:34:15Z,Budget Checked,Finance
REQ-2026-0084,Check Budget,2026-03-17T18:50:42Z,Budget Checked,Finance
REQ-2026-0075,Check Budget,2026-03-17T19:02:36Z,Budget Checked,Finance
REQ-2026-0042,Receive Goods,2026-03-17T19:23:38Z,Received,Procurement
REQ-2026-0003,Close Requisition,2026-03-17T20:44:24Z,Closed,Procurement
REQ-2026-0086,Check Budget,2026-03-17T21:40:09Z,Budget Checked,Finance
REQ-2026-0019,Receive Goods,2026-03-17T22:08:20Z,Received,Procurement
REQ-2026-0080,Check Budget,2026-03-17T23:01:08Z,Budget Checked,Finance
REQ-2026-0044,Accept Terms,2026-03-17T23:02:14Z,Terms Agreed,Finance
REQ-2026-0066,Review Terms,2026-03-18T01:50:01Z,Terms Reviewed,Legal
REQ-2026-0044,Raise Purchase Order,2026-03-18T01:52:14Z,Ordered,Procurement
REQ-2026-0068,Review Terms,2026-03-18T02:02:48Z,Terms Reviewed,Legal
REQ-2026-0085,Check Budget,2026-03-18T02:08:43Z,Budget Checked,Finance
REQ-2026-0088,Check Budget,2026-03-18T02:34:21Z,Budget Checked,Finance
REQ-2026-0048,Close Requisition,2026-03-18T04:39:33Z,Closed,Procurement
REQ-2026-0068,Raise Purchase Order,2026-03-18T05:51:48Z,Ordered,Procurement
REQ-2026-0042,Close Requisition,2026-03-18T06:21:38Z,Closed,Procurement
REQ-2026-0065,Reject Requisition,2026-03-18T06:27:40Z,Rejected,Finance
REQ-2026-0066,Raise Purchase Order,2026-03-18T07:09:01Z,Ordered,Procurement
REQ-2026-0040,Receive Goods,2026-03-18T07:30:23Z,Received,Procurement
REQ-2026-0083,Reject Requisition,2026-03-18T08:17:00Z,Rejected,Finance
REQ-2026-0027,Receive Goods,2026-03-18T08:20:23Z,Received,Procurement
REQ-2026-0089,Raise Requisition,2026-03-18T08:56:11Z,Raised,Procurement
REQ-2026-0090,Raise Requisition,2026-03-18T09:01:38Z,Raised,Procurement
REQ-2026-0061,Accept Terms,2026-03-18T09:26:31Z,Terms Agreed,Finance
REQ-2026-0091,Raise Requisition,2026-03-18T09:30:48Z,Raised,Procurement
REQ-2026-0019,Close Requisition,2026-03-18T10:08:20Z,Closed,Procurement
REQ-2026-0060,Receive Goods,2026-03-18T11:03:34Z,Received,Procurement
REQ-2026-0012,Receive Goods,2026-03-18T11:07:53Z,Received,Procurement
REQ-2026-0058,Review Terms,2026-03-18T11:13:40Z,Terms Reviewed,Legal
REQ-2026-0027,Close Requisition,2026-03-18T11:56:23Z,Closed,Procurement
REQ-2026-0092,Raise Requisition,2026-03-18T13:32:02Z,Raised,Procurement
REQ-2026-0061,Raise Purchase Order,2026-03-18T13:44:31Z,Ordered,Procurement
REQ-2026-0093,Raise Requisition,2026-03-18T15:04:08Z,Raised,Procurement
REQ-2026-0063,Review Terms,2026-03-18T15:33:43Z,Terms Reviewed,Legal
REQ-2026-0091,Check Budget,2026-03-18T17:24:48Z,Budget Checked,Finance
REQ-2026-0090,Check Budget,2026-03-18T18:26:38Z,Budget Checked,Finance
REQ-2026-0040,Close Requisition,2026-03-18T19:48:23Z,Closed,Procurement
REQ-2026-0055,Receive Goods,2026-03-18T20:14:45Z,Received,Procurement
REQ-2026-0064,Review Terms,2026-03-18T20:15:44Z,Terms Reviewed,Legal
REQ-2026-0060,Close Requisition,2026-03-18T20:27:34Z,Closed,Procurement
REQ-2026-0089,Check Budget,2026-03-18T21:01:11Z,Budget Checked,Finance
REQ-2026-0093,Check Budget,2026-03-18T21:59:08Z,Budget Checked,Finance
REQ-2026-0084,Review Terms,2026-03-18T22:20:42Z,Terms Reviewed,Legal
REQ-2026-0012,Close Requisition,2026-03-18T23:11:53Z,Closed,Procurement
REQ-2026-0063,Raise Purchase Order,2026-03-18T23:19:43Z,Ordered,Procurement
REQ-2026-0081,Review Terms,2026-03-18T23:33:15Z,Terms Reviewed,Legal
REQ-2026-0092,Check Budget,2026-03-18T23:52:02Z,Budget Checked,Finance
REQ-2026-0058,Query Terms,2026-03-19T01:04:40Z,Terms Queried,Finance
REQ-2026-0047,Receive Goods,2026-03-19T02:16:38Z,Received,Procurement
REQ-2026-0064,Raise Purchase Order,2026-03-19T02:33:44Z,Ordered,Procurement
REQ-2026-0076,Review Terms,2026-03-19T04:12:00Z,Terms Reviewed,Legal
REQ-2026-0081,Raise Purchase Order,2026-03-19T05:02:15Z,Ordered,Procurement
REQ-2026-0085,Review Terms,2026-03-19T06:00:43Z,Terms Reviewed,Legal
REQ-2026-0047,Close Requisition,2026-03-19T07:50:38Z,Closed,Procurement
REQ-2026-0084,Query Terms,2026-03-19T08:50:42Z,Terms Queried,Finance
REQ-2026-0055,Close Requisition,2026-03-19T08:59:45Z,Closed,Procurement
REQ-2026-0005,Receive Goods,2026-03-19T09:02:13Z,Received,Procurement
REQ-2026-0085,Raise Purchase Order,2026-03-19T09:16:43Z,Ordered,Procurement
REQ-2026-0069,Review Terms,2026-03-19T10:08:22Z,Terms Reviewed,Legal
REQ-2026-0094,Raise Requisition,2026-03-19T11:14:13Z,Raised,Procurement
REQ-2026-0005,Close Requisition,2026-03-19T11:30:13Z,Closed,Procurement
REQ-2026-0095,Raise Requisition,2026-03-19T12:53:25Z,Raised,Procurement
REQ-2026-0028,Receive Goods,2026-03-19T13:03:30Z,Received,Procurement
REQ-2026-0058,Accept Terms,2026-03-19T13:39:40Z,Terms Agreed,Finance
REQ-2026-0076,Query Terms,2026-03-19T13:41:00Z,Terms Queried,Finance
REQ-2026-0070,Review Terms,2026-03-19T14:38:24Z,Terms Reviewed,Legal
REQ-2026-0026,Receive Goods,2026-03-19T14:42:50Z,Received,Procurement
REQ-2026-0096,Raise Requisition,2026-03-19T15:59:14Z,Raised,Procurement
REQ-2026-0058,Raise Purchase Order,2026-03-19T16:21:40Z,Ordered,Procurement
REQ-2026-0097,Raise Requisition,2026-03-19T16:41:41Z,Raised,Procurement
REQ-2026-0082,Review Terms,2026-03-19T16:43:10Z,Terms Reviewed,Legal
REQ-2026-0095,Check Budget,2026-03-19T18:41:25Z,Budget Checked,Finance
REQ-2026-0094,Check Budget,2026-03-19T19:50:13Z,Budget Checked,Finance
REQ-2026-0026,Close Requisition,2026-03-19T20:44:50Z,Closed,Procurement
REQ-2026-0082,Raise Purchase Order,2026-03-19T20:57:10Z,Ordered,Procurement
REQ-2026-0072,Review Terms,2026-03-19T21:14:38Z,Terms Reviewed,Legal
REQ-2026-0084,Accept Terms,2026-03-19T21:20:42Z,Terms Agreed,Finance
REQ-2026-0097,Check Budget,2026-03-19T23:33:41Z,Budget Checked,Finance
REQ-2026-0041,Receive Goods,2026-03-19T23:50:16Z,Received,Procurement
REQ-2026-0096,Check Budget,2026-03-20T00:04:14Z,Budget Checked,Finance
REQ-2026-0028,Close Requisition,2026-03-20T00:57:30Z,Closed,Procurement
REQ-2026-0070,Reject Requisition,2026-03-20T03:29:24Z,Rejected,Finance
REQ-2026-0072,Raise Purchase Order,2026-03-20T05:02:38Z,Ordered,Procurement
REQ-2026-0084,Raise Purchase Order,2026-03-20T05:06:42Z,Ordered,Procurement
REQ-2026-0079,Review Terms,2026-03-20T05:34:30Z,Terms Reviewed,Legal
REQ-2026-0069,Query Terms,2026-03-20T06:29:22Z,Terms Queried,Finance
REQ-2026-0078,Review Terms,2026-03-20T07:00:08Z,Terms Reviewed,Legal
REQ-2026-0052,Receive Goods,2026-03-20T07:14:12Z,Received,Procurement
REQ-2026-0074,Review Terms,2026-03-20T07:16:40Z,Terms Reviewed,Legal
REQ-2026-0098,Raise Requisition,2026-03-20T09:28:17Z,Raised,Procurement
REQ-2026-0034,Receive Goods,2026-03-20T09:49:14Z,Received,Procurement
REQ-2026-0099,Raise Requisition,2026-03-20T10:05:48Z,Raised,Procurement
REQ-2026-0041,Close Requisition,2026-03-20T10:45:16Z,Closed,Procurement
REQ-2026-0100,Raise Requisition,2026-03-20T10:50:39Z,Raised,Procurement
REQ-2026-0079,Raise Purchase Order,2026-03-20T12:12:30Z,Ordered,Procurement
REQ-2026-0052,Close Requisition,2026-03-20T12:48:12Z,Closed,Procurement
REQ-2026-0098,Check Budget,2026-03-20T12:55:17Z,Budget Checked,Finance
REQ-2026-0078,Raise Purchase Order,2026-03-20T13:03:08Z,Ordered,Procurement
REQ-2026-0100,Check Budget,2026-03-20T14:17:39Z,Budget Checked,Finance
REQ-2026-0038,Receive Goods,2026-03-20T14:55:19Z,Received,Procurement
REQ-2026-0091,Review Terms,2026-03-20T15:00:48Z,Terms Reviewed,Legal
REQ-2026-0101,Raise Requisition,2026-03-20T15:14:05Z,Raised,Procurement
REQ-2026-0102,Raise Requisition,2026-03-20T15:29:12Z,Raised,Procurement
REQ-2026-0103,Raise Requisition,2026-03-20T15:44:03Z,Raised,Procurement
REQ-2026-0074,Query Terms,2026-03-20T15:45:40Z,Terms Queried,Finance
REQ-2026-0091,Raise Purchase Order,2026-03-20T16:20:48Z,Ordered,Procurement
REQ-2026-0104,Raise Requisition,2026-03-20T16:30:20Z,Raised,Procurement
REQ-2026-0099,Check Budget,2026-03-20T17:24:48Z,Budget Checked,Finance
REQ-2026-0066,Receive Goods,2026-03-20T17:30:01Z,Received,Procurement
REQ-2026-0087,Review Terms,2026-03-20T18:01:53Z,Terms Reviewed,Legal
REQ-2026-0087,Raise Purchase Order,2026-03-20T19:28:53Z,Ordered,Procurement
REQ-2026-0066,Close Requisition,2026-03-20T19:30:01Z,Closed,Procurement
REQ-2026-0069,Accept Terms,2026-03-20T19:36:22Z,Terms Agreed,Finance
REQ-2026-0034,Close Requisition,2026-03-20T19:50:14Z,Closed,Procurement
REQ-2026-0102,Check Budget,2026-03-20T20:40:12Z,Budget Checked,Finance
REQ-2026-0038,Close Requisition,2026-03-20T21:35:19Z,Closed,Procurement
REQ-2026-0101,Check Budget,2026-03-20T22:08:05Z,Budget Checked,Finance
REQ-2026-0074,Accept Terms,2026-03-20T22:12:40Z,Terms Agreed,Finance
REQ-2026-0074,Raise Purchase Order,2026-03-20T23:35:40Z,Ordered,Procurement
REQ-2026-0069,Raise Purchase Order,2026-03-21T00:42:22Z,Ordered,Procurement
REQ-2026-0103,Check Budget,2026-03-21T00:48:03Z,Budget Checked,Finance
REQ-2026-0067,Review Terms,2026-03-21T01:55:30Z,Terms Reviewed,Legal
REQ-2026-0075,Review Terms,2026-03-21T02:21:36Z,Terms Reviewed,Legal
REQ-2026-0104,Check Budget,2026-03-21T02:32:20Z,Budget Checked,Finance
REQ-2026-0067,Raise Purchase Order,2026-03-21T03:21:30Z,Ordered,Procurement
REQ-2026-0054,Receive Goods,2026-03-21T04:37:59Z,Received,Procurement
REQ-2026-0076,Revise Terms,2026-03-21T05:52:00Z,Terms Revised,Legal
REQ-2026-0068,Receive Goods,2026-03-21T06:05:48Z,Received,Procurement
REQ-2026-0088,Review Terms,2026-03-21T06:53:21Z,Terms Reviewed,Legal
REQ-2026-0088,Raise Purchase Order,2026-03-21T09:19:21Z,Ordered,Procurement
REQ-2026-0075,Raise Purchase Order,2026-03-21T09:42:36Z,Ordered,Procurement
REQ-2026-0068,Close Requisition,2026-03-21T14:29:48Z,Closed,Procurement
REQ-2026-0071,Review Terms,2026-03-21T16:12:33Z,Terms Reviewed,Legal
REQ-2026-0077,Review Terms,2026-03-21T16:50:08Z,Terms Reviewed,Legal
REQ-2026-0096,Review Terms,2026-03-21T16:57:14Z,Terms Reviewed,Legal
REQ-2026-0071,Raise Purchase Order,2026-03-21T17:19:33Z,Ordered,Procurement
REQ-2026-0054,Close Requisition,2026-03-21T17:25:59Z,Closed,Procurement
REQ-2026-0096,Raise Purchase Order,2026-03-21T20:17:14Z,Ordered,Procurement
REQ-2026-0076,Accept Terms,2026-03-21T21:12:00Z,Terms Agreed,Finance
REQ-2026-0077,Reject Requisition,2026-03-21T23:41:08Z,Rejected,Finance
REQ-2026-0093,Review Terms,2026-03-22T02:22:08Z,Terms Reviewed,Legal
REQ-2026-0076,Raise Purchase Order,2026-03-22T05:18:00Z,Ordered,Procurement
REQ-2026-0089,Review Terms,2026-03-22T05:25:11Z,Terms Reviewed,Legal
REQ-2026-0080,Review Terms,2026-03-22T08:09:08Z,Terms Reviewed,Legal
REQ-2026-0093,Raise Purchase Order,2026-03-22T09:03:08Z,Ordered,Procurement
REQ-2026-0073,Review Terms,2026-03-22T09:52:43Z,Terms Reviewed,Legal
REQ-2026-0073,Raise Purchase Order,2026-03-22T11:37:43Z,Ordered,Procurement
REQ-2026-0100,Review Terms,2026-03-22T12:44:39Z,Terms Reviewed,Legal
REQ-2026-0080,Raise Purchase Order,2026-03-22T13:26:08Z,Ordered,Procurement
REQ-2026-0089,Raise Purchase Order,2026-03-22T13:34:11Z,Ordered,Procurement
REQ-2026-0092,Review Terms,2026-03-22T14:09:02Z,Terms Reviewed,Legal
REQ-2026-0092,Raise Purchase Order,2026-03-22T15:27:02Z,Ordered,Procurement
REQ-2026-0100,Raise Purchase Order,2026-03-22T16:06:39Z,Ordered,Procurement
REQ-2026-0086,Review Terms,2026-03-22T16:38:09Z,Terms Reviewed,Legal
REQ-2026-0098,Review Terms,2026-03-22T17:34:17Z,Terms Reviewed,Legal
REQ-2026-0059,Receive Goods,2026-03-22T18:00:42Z,Received,Procurement
REQ-2026-0043,Receive Goods,2026-03-22T20:42:58Z,Received,Procurement
REQ-2026-0086,Raise Purchase Order,2026-03-22T20:58:09Z,Ordered,Procurement
REQ-2026-0094,Review Terms,2026-03-22T21:41:13Z,Terms Reviewed,Legal
REQ-2026-0094,Raise Purchase Order,2026-03-22T23:24:13Z,Ordered,Procurement
REQ-2026-0057,Receive Goods,2026-03-22T23:26:25Z,Received,Procurement
REQ-2026-0043,Close Requisition,2026-03-23T05:55:58Z,Closed,Procurement
REQ-2026-0059,Close Requisition,2026-03-23T06:35:42Z,Closed,Procurement
REQ-2026-0064,Receive Goods,2026-03-23T07:00:44Z,Received,Procurement
REQ-2026-0057,Close Requisition,2026-03-23T07:10:25Z,Closed,Procurement
REQ-2026-0051,Receive Goods,2026-03-23T07:20:13Z,Received,Procurement
REQ-2026-0069,Receive Goods,2026-03-23T08:18:22Z,Received,Procurement
REQ-2026-0084,Receive Goods,2026-03-23T08:49:42Z,Received,Procurement
REQ-2026-0064,Close Requisition,2026-03-23T08:58:44Z,Closed,Procurement
REQ-2026-0105,Raise Requisition,2026-03-23T09:19:43Z,Raised,Procurement
REQ-2026-0051,Close Requisition,2026-03-23T09:42:13Z,Closed,Procurement
REQ-2026-0069,Close Requisition,2026-03-23T10:36:22Z,Closed,Procurement
REQ-2026-0090,Review Terms,2026-03-23T10:50:38Z,Terms Reviewed,Legal
REQ-2026-0106,Raise Requisition,2026-03-23T11:46:03Z,Raised,Procurement
REQ-2026-0107,Raise Requisition,2026-03-23T11:49:34Z,Raised,Procurement
REQ-2026-0098,Query Terms,2026-03-23T12:17:17Z,Terms Queried,Finance
REQ-2026-0053,Receive Goods,2026-03-23T12:49:41Z,Received,Procurement
REQ-2026-0108,Raise Requisition,2026-03-23T13:40:55Z,Raised,Procurement
REQ-2026-0109,Raise Requisition,2026-03-23T13:43:29Z,Raised,Procurement
REQ-2026-0110,Raise Requisition,2026-03-23T14:00:33Z,Raised,Procurement
REQ-2026-0111,Raise Requisition,2026-03-23T14:26:29Z,Raised,Procurement
REQ-2026-0090,Raise Purchase Order,2026-03-23T14:59:38Z,Ordered,Procurement
REQ-2026-0084,Close Requisition,2026-03-23T15:07:42Z,Closed,Procurement
REQ-2026-0112,Raise Requisition,2026-03-23T15:13:58Z,Raised,Procurement
REQ-2026-0113,Raise Requisition,2026-03-23T15:31:16Z,Raised,Procurement
REQ-2026-0105,Check Budget,2026-03-23T15:53:43Z,Budget Checked,Finance
REQ-2026-0114,Raise Requisition,2026-03-23T16:06:14Z,Raised,Procurement
REQ-2026-0115,Raise Requisition,2026-03-23T16:33:35Z,Raised,Procurement
REQ-2026-0087,Receive Goods,2026-03-23T17:48:53Z,Received,Procurement
REQ-2026-0114,Check Budget,2026-03-23T19:24:14Z,Budget Checked,Finance
REQ-2026-0095,Review Terms,2026-03-23T19:50:25Z,Terms Reviewed,Legal
REQ-2026-0099,Review Terms,2026-03-23T20:05:48Z,Terms Reviewed,Legal
REQ-2026-0109,Check Budget,2026-03-23T22:25:29Z,Budget Checked,Finance
REQ-2026-0053,Close Requisition,2026-03-23T22:40:41Z,Closed,Procurement
REQ-2026-0108,Check Budget,2026-03-23T23:02:55Z,Budget Checked,Finance
REQ-2026-0107,Check Budget,2026-03-23T23:33:34Z,Budget Checked,Finance
REQ-2026-0113,Check Budget,2026-03-23T23:37:16Z,Budget Checked,Finance
REQ-2026-0106,Check Budget,2026-03-24T00:32:03Z,Budget Checked,Finance
REQ-2026-0110,Check Budget,2026-03-24T00:54:33Z,Budget Checked,Finance
REQ-2026-0098,Accept Terms,2026-03-24T02:10:17Z,Terms Agreed,Finance
REQ-2026-0111,Check Budget,2026-03-24T03:17:29Z,Budget Checked,Finance
REQ-2026-0095,Raise Purchase Order,2026-03-24T03:29:25Z,Ordered,Procurement
REQ-2026-0112,Check Budget,2026-03-24T03:56:58Z,Budget Checked,Finance
REQ-2026-0115,Check Budget,2026-03-24T04:14:35Z,Budget Checked,Finance
REQ-2026-0087,Close Requisition,2026-03-24T04:38:53Z,Closed,Procurement
REQ-2026-0045,Receive Goods,2026-03-24T04:52:52Z,Received,Procurement
REQ-2026-0098,Raise Purchase Order,2026-03-24T07:17:17Z,Ordered,Procurement
REQ-2026-0116,Raise Requisition,2026-03-24T08:05:05Z,Raised,Procurement
REQ-2026-0117,Raise Requisition,2026-03-24T08:25:07Z,Raised,Procurement
REQ-2026-0097,Review Terms,2026-03-24T10:18:41Z,Terms Reviewed,Legal
REQ-2026-0118,Raise Requisition,2026-03-24T10:31:02Z,Raised,Procurement
REQ-2026-0102,Review Terms,2026-03-24T10:55:12Z,Terms Reviewed,Legal
REQ-2026-0119,Raise Requisition,2026-03-24T12:19:02Z,Raised,Procurement
REQ-2026-0120,Raise Requisition,2026-03-24T12:28:13Z,Raised,Procurement
REQ-2026-0121,Raise Requisition,2026-03-24T12:59:46Z,Raised,Procurement
REQ-2026-0071,Receive Goods,2026-03-24T13:31:33Z,Received,Procurement
REQ-2026-0045,Close Requisition,2026-03-24T13:55:52Z,Closed,Procurement
REQ-2026-0116,Check Budget,2026-03-24T14:42:05Z,Budget Checked,Finance
REQ-2026-0118,Check Budget,2026-03-24T14:54:02Z,Budget Checked,Finance
REQ-2026-0109,Reject Requisition,2026-03-24T14:57:29Z,Rejected,Finance
REQ-2026-0117,Check Budget,2026-03-24T15:26:07Z,Budget Checked,Finance
REQ-2026-0120,Check Budget,2026-03-24T15:34:13Z,Budget Checked,Finance
REQ-2026-0104,Review Terms,2026-03-24T17:08:20Z,Terms Reviewed,Legal
REQ-2026-0099,Query Terms,2026-03-24T17:08:48Z,Terms Queried,Finance
REQ-2026-0062,Receive Goods,2026-03-24T17:17:56Z,Received,Procurement
REQ-2026-0108,Reject Requisition,2026-03-24T18:26:55Z,Rejected,Finance
REQ-2026-0119,Check Budget,2026-03-24T19:28:02Z,Budget Checked,Finance
REQ-2026-0121,Check Budget,2026-03-24T20:18:46Z,Budget Checked,Finance
REQ-2026-0062,Close Requisition,2026-03-24T20:41:56Z,Closed,Procurement
REQ-2026-0102,Query Terms,2026-03-24T22:31:12Z,Terms Queried,Finance
REQ-2026-0097,Query Terms,2026-03-24T23:41:41Z,Terms Queried,Finance
REQ-2026-0085,Receive Goods,2026-03-25T00:16:43Z,Received,Procurement
REQ-2026-0071,Close Requisition,2026-03-25T00:21:33Z,Closed,Procurement
REQ-2026-0103,Review Terms,2026-03-25T00:28:03Z,Terms Reviewed,Legal
REQ-2026-0107,Review Terms,2026-03-25T01:34:34Z,Terms Reviewed,Legal
REQ-2026-0093,Receive Goods,2026-03-25T02:35:08Z,Received,Procurement
REQ-2026-0085,Close Requisition,2026-03-25T05:17:43Z,Closed,Procurement
REQ-2026-0106,Review Terms,2026-03-25T05:31:03Z,Terms Reviewed,Legal
REQ-2026-0078,Receive Goods,2026-03-25T07:34:08Z,Received,Procurement
REQ-2026-0107,Query Terms,2026-03-25T07:47:34Z,Terms Queried,Finance
REQ-2026-0117,Reject Requisition,2026-03-25T08:36:07Z,Rejected,Finance
REQ-2026-0081,Receive Goods,2026-03-25T08:43:15Z,Received,Procurement
