Application,Activity,Timestamp,Stage,Team
APP-2026-0066,Verify Identity,2026-04-08T15:38:45Z,Identity Verified,Intake
APP-2026-0012,Credit Check,2026-04-08T15:44:51Z,Credit Checked,Credit Team
APP-2026-0039,Request Documents,2026-04-08T15:54:20Z,Awaiting Documents,Credit Team
APP-2026-0075,Receive Application,2026-04-08T16:13:10Z,Received,Intake
APP-2026-0018,Receive Documents,2026-04-08T16:45:57Z,Documents Received,Intake
APP-2026-0070,Verify Identity,2026-04-08T17:05:18Z,Identity Verified,Intake
APP-2026-0076,Receive Application,2026-04-08T17:13:08Z,Received,Intake
APP-2026-0077,Receive Application,2026-04-08T17:37:17Z,Received,Intake
APP-2026-0078,Receive Application,2026-04-08T17:39:13Z,Received,Intake
APP-2026-0012,Request Documents,2026-04-08T17:43:51Z,Awaiting Documents,Credit Team
APP-2026-0068,Verify Identity,2026-04-08T17:45:56Z,Identity Verified,Intake
APP-2026-0075,Verify Identity,2026-04-08T18:12:10Z,Identity Verified,Intake
APP-2026-0003,Underwrite,2026-04-08T18:22:29Z,Underwritten,Underwriting
APP-2026-0047,Underwrite,2026-04-08T18:27:25Z,Underwritten,Underwriting
APP-2026-0072,Verify Identity,2026-04-08T18:29:55Z,Identity Verified,Intake
APP-2026-0071,Verify Identity,2026-04-08T18:31:09Z,Identity Verified,Intake
APP-2026-0066,Credit Check,2026-04-08T18:42:45Z,Credit Checked,Credit Team
APP-2026-0073,Verify Identity,2026-04-08T18:47:37Z,Identity Verified,Intake
APP-2026-0067,Credit Check,2026-04-08T18:52:25Z,Credit Checked,Credit Team
APP-2026-0008,Request Documents,2026-04-08T20:01:35Z,Awaiting Documents,Credit Team
APP-2026-0002,Receive Documents,2026-04-08T20:22:14Z,Documents Received,Intake
APP-2026-0007,Disburse Funds,2026-04-08T20:27:51Z,Disbursed,Payments
APP-2026-0060,Credit Check,2026-04-08T21:05:13Z,Credit Checked,Credit Team
APP-2026-0054,Underwrite,2026-04-08T21:18:21Z,Underwritten,Underwriting
APP-2026-0077,Verify Identity,2026-04-08T21:35:17Z,Identity Verified,Intake
APP-2026-0074,Verify Identity,2026-04-08T21:36:13Z,Identity Verified,Intake
APP-2026-0018,Credit Check,2026-04-08T21:50:57Z,Credit Checked,Credit Team
APP-2026-0076,Verify Identity,2026-04-08T22:02:08Z,Identity Verified,Intake
APP-2026-0023,Credit Check,2026-04-08T22:15:14Z,Credit Checked,Credit Team
APP-2026-0071,Credit Check,2026-04-08T22:55:09Z,Credit Checked,Credit Team
APP-2026-0038,Credit Check,2026-04-08T23:00:25Z,Credit Checked,Credit Team
APP-2026-0067,Request Documents,2026-04-08T23:00:25Z,Awaiting Documents,Credit Team
APP-2026-0047,Approve Application,2026-04-08T23:39:25Z,Approved,Underwriting
APP-2026-0001,Underwrite,2026-04-08T23:58:31Z,Underwritten,Underwriting
APP-2026-0038,Request Documents,2026-04-09T00:06:25Z,Awaiting Documents,Credit Team
APP-2026-0070,Credit Check,2026-04-09T00:30:18Z,Credit Checked,Credit Team
APP-2026-0078,Verify Identity,2026-04-09T02:29:13Z,Identity Verified,Intake
APP-2026-0043,Credit Check,2026-04-09T02:59:22Z,Credit Checked,Credit Team
APP-2026-0073,Credit Check,2026-04-09T03:48:37Z,Credit Checked,Credit Team
APP-2026-0018,Request Documents,2026-04-09T04:07:57Z,Awaiting Documents,Credit Team
APP-2026-0070,Request Documents,2026-04-09T04:34:18Z,Awaiting Documents,Credit Team
APP-2026-0071,Request Documents,2026-04-09T05:24:09Z,Awaiting Documents,Credit Team
APP-2026-0069,Credit Check,2026-04-09T05:36:17Z,Credit Checked,Credit Team
APP-2026-0068,Credit Check,2026-04-09T06:39:56Z,Credit Checked,Credit Team
APP-2026-0054,Approve Application,2026-04-09T07:00:21Z,Approved,Underwriting
APP-2026-0003,Approve Application,2026-04-09T07:02:29Z,Approved,Underwriting
APP-2026-0025,Receive Documents,2026-04-09T07:20:00Z,Documents Received,Intake
APP-2026-0043,Request Documents,2026-04-09T07:22:22Z,Awaiting Documents,Credit Team
APP-2026-0045,Receive Documents,2026-04-09T07:33:41Z,Documents Received,Intake
APP-2026-0069,Request Documents,2026-04-09T08:19:17Z,Awaiting Documents,Credit Team
APP-2026-0079,Receive Application,2026-04-09T08:54:15Z,Received,Intake
APP-2026-0001,Approve Application,2026-04-09T09:21:31Z,Approved,Underwriting
APP-2026-0080,Receive Application,2026-04-09T09:37:59Z,Received,Intake
APP-2026-0022,Receive Documents,2026-04-09T09:51:44Z,Documents Received,Intake
APP-2026-0073,Request Documents,2026-04-09T10:06:37Z,Awaiting Documents,Credit Team
APP-2026-0081,Receive Application,2026-04-09T10:10:47Z,Received,Intake
APP-2026-0082,Receive Application,2026-04-09T10:46:07Z,Received,Intake
APP-2026-0083,Receive Application,2026-04-09T11:10:25Z,Received,Intake
APP-2026-0084,Receive Application,2026-04-09T11:55:37Z,Received,Intake
APP-2026-0085,Receive Application,2026-04-09T11:58:06Z,Received,Intake
APP-2026-0081,Verify Identity,2026-04-09T12:17:47Z,Identity Verified,Intake
APP-2026-0022,Credit Check,2026-04-09T12:21:44Z,Credit Checked,Credit Team
APP-2026-0083,Verify Identity,2026-04-09T13:00:25Z,Identity Verified,Intake
APP-2026-0080,Verify Identity,2026-04-09T13:24:59Z,Identity Verified,Intake
APP-2026-0086,Receive Application,2026-04-09T13:29:26Z,Received,Intake
APP-2026-0065,Credit Check,2026-04-09T13:29:44Z,Credit Checked,Credit Team
APP-2026-0066,Underwrite,2026-04-09T14:03:45Z,Underwritten,Underwriting
APP-2026-0087,Receive Application,2026-04-09T14:12:16Z,Received,Intake
APP-2026-0088,Receive Application,2026-04-09T14:19:32Z,Received,Intake
APP-2026-0089,Receive Application,2026-04-09T14:46:16Z,Received,Intake
APP-2026-0060,Underwrite,2026-04-09T14:47:13Z,Underwritten,Underwriting
APP-2026-0072,Credit Check,2026-04-09T14:53:55Z,Credit Checked,Credit Team
APP-2026-0090,Receive Application,2026-04-09T15:04:41Z,Received,Intake
APP-2026-0074,Credit Check,2026-04-09T15:08:13Z,Credit Checked,Credit Team
APP-2026-0022,Request Documents,2026-04-09T15:12:44Z,Awaiting Documents,Credit Team
APP-2026-0010,Receive Documents,2026-04-09T15:33:03Z,Documents Received,Intake
APP-2026-0002,Credit Check,2026-04-09T15:51:14Z,Credit Checked,Credit Team
APP-2026-0091,Receive Application,2026-04-09T16:03:52Z,Received,Intake
APP-2026-0083,Credit Check,2026-04-09T16:12:25Z,Credit Checked,Credit Team
APP-2026-0090,Verify Identity,2026-04-09T16:16:41Z,Identity Verified,Intake
APP-2026-0092,Receive Application,2026-04-09T16:43:28Z,Received,Intake
APP-2026-0093,Receive Application,2026-04-09T16:56:03Z,Received,Intake
APP-2026-0094,Receive Application,2026-04-09T16:58:51Z,Received,Intake
APP-2026-0005,Disburse Funds,2026-04-09T17:01:34Z,Disbursed,Payments
APP-2026-0085,Verify Identity,2026-04-09T17:05:06Z,Identity Verified,Intake
APP-2026-0079,Verify Identity,2026-04-09T17:21:15Z,Identity Verified,Intake
APP-2026-0002,Request Documents,2026-04-09T17:25:14Z,Awaiting Documents,Credit Team
APP-2026-0060,Approve Application,2026-04-09T17:32:13Z,Approved,Underwriting
APP-2026-0093,Verify Identity,2026-04-09T18:07:03Z,Identity Verified,Intake
APP-2026-0087,Verify Identity,2026-04-09T18:08:16Z,Identity Verified,Intake
APP-2026-0065,Underwrite,2026-04-09T18:10:44Z,Underwritten,Underwriting
APP-2026-0083,Request Documents,2026-04-09T18:19:25Z,Awaiting Documents,Credit Team
APP-2026-0084,Verify Identity,2026-04-09T18:27:37Z,Identity Verified,Intake
APP-2026-0078,Credit Check,2026-04-09T18:39:13Z,Credit Checked,Credit Team
APP-2026-0092,Verify Identity,2026-04-09T18:43:28Z,Identity Verified,Intake
APP-2026-0006,Underwrite,2026-04-09T18:46:04Z,Underwritten,Underwriting
APP-2026-0075,Credit Check,2026-04-09T18:56:10Z,Credit Checked,Credit Team
APP-2026-0082,Verify Identity,2026-04-09T19:30:07Z,Identity Verified,Intake
APP-2026-0021,Underwrite,2026-04-09T19:33:04Z,Underwritten,Underwriting
APP-2026-0089,Verify Identity,2026-04-09T19:47:16Z,Identity Verified,Intake
APP-2026-0075,Request Documents,2026-04-09T20:42:10Z,Awaiting Documents,Credit Team
APP-2026-0015,Receive Documents,2026-04-09T20:44:03Z,Documents Received,Intake
APP-2026-0008,Receive Documents,2026-04-09T20:52:35Z,Documents Received,Intake
APP-2026-0036,Disburse Funds,2026-04-09T21:12:12Z,Disbursed,Payments
APP-2026-0074,Request Documents,2026-04-09T21:18:13Z,Awaiting Documents,Credit Team
APP-2026-0077,Credit Check,2026-04-09T21:37:17Z,Credit Checked,Credit Team
APP-2026-0093,Credit Check,2026-04-09T22:03:03Z,Credit Checked,Credit Team
APP-2026-0086,Verify Identity,2026-04-09T22:18:26Z,Identity Verified,Intake
APP-2026-0088,Verify Identity,2026-04-09T22:31:32Z,Identity Verified,Intake
APP-2026-0027,Receive Documents,2026-04-09T22:32:10Z,Documents Received,Intake
APP-2026-0059,Receive Documents,2026-04-09T22:41:17Z,Documents Received,Intake
APP-2026-0076,Credit Check,2026-04-09T22:53:08Z,Credit Checked,Credit Team
APP-2026-0047,Disburse Funds,2026-04-09T22:57:25Z,Disbursed,Payments
APP-2026-0082,Credit Check,2026-04-09T23:24:07Z,Credit Checked,Credit Team
APP-2026-0006,Approve Application,2026-04-09T23:25:04Z,Approved,Underwriting
APP-2026-0094,Verify Identity,2026-04-09T23:38:51Z,Identity Verified,Intake
APP-2026-0068,Underwrite,2026-04-09T23:44:56Z,Underwritten,Underwriting
APP-2026-0066,Approve Application,2026-04-10T00:10:45Z,Approved,Underwriting
APP-2026-0021,Approve Application,2026-04-10T00:12:04Z,Approved,Underwriting
APP-2026-0080,Credit Check,2026-04-10T00:44:59Z,Credit Checked,Credit Team
APP-2026-0025,Credit Check,2026-04-10T00:47:00Z,Credit Checked,Credit Team
APP-2026-0091,Verify Identity,2026-04-10T00:56:52Z,Identity Verified,Intake
APP-2026-0068,Decline Application,2026-04-10T01:12:56Z,Declined,Underwriting
APP-2026-0093,Request Documents,2026-04-10T01:38:03Z,Awaiting Documents,Credit Team
APP-2026-0086,Credit Check,2026-04-10T01:45:26Z,Credit Checked,Credit Team
APP-2026-0038,Receive Documents,2026-04-10T01:52:25Z,Documents Received,Intake
APP-2026-0076,Request Documents,2026-04-10T02:09:08Z,Awaiting Documents,Credit Team
APP-2026-0094,Credit Check,2026-04-10T02:14:51Z,Credit Checked,Credit Team
APP-2026-0025,Request Documents,2026-04-10T02:26:00Z,Awaiting Documents,Credit Team
APP-2026-0015,Credit Check,2026-04-10T02:33:03Z,Credit Checked,Credit Team
APP-2026-0045,Credit Check,2026-04-10T02:55:41Z,Credit Checked,Credit Team
APP-2026-0072,Underwrite,2026-04-10T04:20:55Z,Underwritten,Underwriting
APP-2026-0077,Request Documents,2026-04-10T04:27:17Z,Awaiting Documents,Credit Team
APP-2026-0087,Credit Check,2026-04-10T04:54:16Z,Credit Checked,Credit Team
APP-2026-0046,Receive Documents,2026-04-10T05:08:48Z,Documents Received,Intake
APP-2026-0094,Request Documents,2026-04-10T05:11:51Z,Awaiting Documents,Credit Team
APP-2026-0080,Request Documents,2026-04-10T05:59:59Z,Awaiting Documents,Credit Team
APP-2026-0044,Receive Documents,2026-04-10T06:05:30Z,Documents Received,Intake
APP-2026-0045,Request Documents,2026-04-10T06:05:41Z,Awaiting Documents,Credit Team
APP-2026-0038,Credit Check,2026-04-10T06:19:25Z,Credit Checked,Credit Team
APP-2026-0015,Request Documents,2026-04-10T06:41:03Z,Awaiting Documents,Credit Team
APP-2026-0090,Credit Check,2026-04-10T07:05:41Z,Credit Checked,Credit Team
APP-2026-0027,Credit Check,2026-04-10T07:38:10Z,Credit Checked,Credit Team
APP-2026-0065,Decline Application,2026-04-10T08:09:44Z,Declined,Underwriting
APP-2026-0095,Receive Application,2026-04-10T08:21:38Z,Received,Intake
APP-2026-0088,Credit Check,2026-04-10T09:06:32Z,Credit Checked,Credit Team
APP-2026-0091,Credit Check,2026-04-10T09:09:52Z,Credit Checked,Credit Team
APP-2026-0096,Receive Application,2026-04-10T09:48:35Z,Received,Intake
APP-2026-0097,Receive Application,2026-04-10T09:53:19Z,Received,Intake
APP-2026-0010,Credit Check,2026-04-10T09:57:03Z,Credit Checked,Credit Team
APP-2026-0081,Credit Check,2026-04-10T10:25:47Z,Credit Checked,Credit Team
APP-2026-0033,Receive Documents,2026-04-10T10:44:08Z,Documents Received,Intake
APP-2026-0090,Request Documents,2026-04-10T11:15:41Z,Awaiting Documents,Credit Team
APP-2026-0091,Request Documents,2026-04-10T11:23:52Z,Awaiting Documents,Credit Team
APP-2026-0097,Verify Identity,2026-04-10T11:32:19Z,Identity Verified,Intake
APP-2026-0059,Credit Check,2026-04-10T11:50:17Z,Credit Checked,Credit Team
APP-2026-0098,Receive Application,2026-04-10T12:17:50Z,Received,Intake
APP-2026-0006,Disburse Funds,2026-04-10T12:30:04Z,Disbursed,Payments
APP-2026-0098,Verify Identity,2026-04-10T13:31:50Z,Identity Verified,Intake
APP-2026-0095,Verify Identity,2026-04-10T13:34:38Z,Identity Verified,Intake
APP-2026-0023,Underwrite,2026-04-10T14:16:14Z,Underwritten,Underwriting
APP-2026-0099,Receive Application,2026-04-10T14:18:44Z,Received,Intake
APP-2026-0070,Receive Documents,2026-04-10T15:24:18Z,Documents Received,Intake
APP-2026-0084,Credit Check,2026-04-10T15:27:37Z,Credit Checked,Credit Team
APP-2026-0081,Request Documents,2026-04-10T15:30:47Z,Awaiting Documents,Credit Team
APP-2026-0010,Request Documents,2026-04-10T15:43:03Z,Awaiting Documents,Credit Team
APP-2026-0096,Verify Identity,2026-04-10T16:03:35Z,Identity Verified,Intake
APP-2026-0046,Credit Check,2026-04-10T16:05:48Z,Credit Checked,Credit Team
APP-2026-0085,Credit Check,2026-04-10T16:32:06Z,Credit Checked,Credit Team
APP-2026-0012,Receive Documents,2026-04-10T16:35:51Z,Documents Received,Intake
APP-2026-0100,Receive Application,2026-04-10T16:42:09Z,Received,Intake
APP-2026-0101,Receive Application,2026-04-10T16:42:15Z,Received,Intake
APP-2026-0102,Receive Application,2026-04-10T16:45:51Z,Received,Intake
APP-2026-0097,Credit Check,2026-04-10T16:56:19Z,Credit Checked,Credit Team
APP-2026-0079,Credit Check,2026-04-10T17:36:15Z,Credit Checked,Credit Team
APP-2026-0089,Credit Check,2026-04-10T18:20:16Z,Credit Checked,Credit Team
APP-2026-0086,Underwrite,2026-04-10T18:43:26Z,Underwritten,Underwriting
APP-2026-0092,Credit Check,2026-04-10T19:11:28Z,Credit Checked,Credit Team
APP-2026-0084,Request Documents,2026-04-10T19:40:37Z,Awaiting Documents,Credit Team
APP-2026-0099,Verify Identity,2026-04-10T20:01:44Z,Identity Verified,Intake
APP-2026-0101,Verify Identity,2026-04-10T20:11:15Z,Identity Verified,Intake
APP-2026-0079,Request Documents,2026-04-10T20:32:15Z,Awaiting Documents,Credit Team
APP-2026-0100,Verify Identity,2026-04-10T21:02:09Z,Identity Verified,Intake
APP-2026-0046,Request Documents,2026-04-10T21:07:48Z,Awaiting Documents,Credit Team
APP-2026-0072,Decline Application,2026-04-10T21:20:55Z,Declined,Underwriting
APP-2026-0008,Credit Check,2026-04-10T21:46:35Z,Credit Checked,Credit Team
APP-2026-0057,Receive Documents,2026-04-10T22:02:46Z,Documents Received,Intake
APP-2026-0085,Request Documents,2026-04-10T22:54:06Z,Awaiting Documents,Credit Team
APP-2026-0092,Request Documents,2026-04-10T23:02:28Z,Awaiting Documents,Credit Team
APP-2026-0095,Credit Check,2026-04-10T23:11:38Z,Credit Checked,Credit Team
APP-2026-0102,Verify Identity,2026-04-10T23:51:51Z,Identity Verified,Intake
APP-2026-0023,Approve Application,2026-04-11T00:50:14Z,Approved,Underwriting
APP-2026-0098,Credit Check,2026-04-11T00:59:50Z,Credit Checked,Credit Team
APP-2026-0066,Disburse Funds,2026-04-11T01:06:45Z,Disbursed,Payments
APP-2026-0057,Credit Check,2026-04-11T01:21:46Z,Credit Checked,Credit Team
APP-2026-0044,Credit Check,2026-04-11T02:51:30Z,Credit Checked,Credit Team
APP-2026-0086,Approve Application,2026-04-11T03:08:26Z,Approved,Underwriting
APP-2026-0029,Receive Documents,2026-04-11T03:50:03Z,Documents Received,Intake
APP-2026-0098,Request Documents,2026-04-11T03:59:50Z,Awaiting Documents,Credit Team
APP-2026-0060,Disburse Funds,2026-04-11T05:42:13Z,Disbursed,Payments
APP-2026-0095,Request Documents,2026-04-11T05:44:38Z,Awaiting Documents,Credit Team
APP-2026-0078,Underwrite,2026-04-11T05:50:13Z,Underwritten,Underwriting
APP-2026-0059,Underwrite,2026-04-11T05:52:17Z,Underwritten,Underwriting
APP-2026-0096,Credit Check,2026-04-11T06:19:35Z,Credit Checked,Credit Team
APP-2026-0012,Credit Check,2026-04-11T06:19:51Z,Credit Checked,Credit Team
APP-2026-0061,Receive Documents,2026-04-11T06:37:00Z,Documents Received,Intake
APP-2026-0033,Credit Check,2026-04-11T07:22:08Z,Credit Checked,Credit Team
APP-2026-0057,Request Documents,2026-04-11T07:41:46Z,Awaiting Documents,Credit Team
APP-2026-0032,Receive Documents,2026-04-11T07:55:13Z,Documents Received,Intake
APP-2026-0088,Underwrite,2026-04-11T09:11:32Z,Underwritten,Underwriting
APP-2026-0034,Receive Documents,2026-04-11T09:24:23Z,Documents Received,Intake
APP-2026-0096,Request Documents,2026-04-11T09:37:35Z,Awaiting Documents,Credit Team
APP-2026-0070,Credit Check,2026-04-11T10:16:18Z,Credit Checked,Credit Team
APP-2026-0030,Receive Documents,2026-04-11T10:55:05Z,Documents Received,Intake
APP-2026-0033,Request Documents,2026-04-11T13:07:08Z,Awaiting Documents,Credit Team
APP-2026-0099,Credit Check,2026-04-11T13:20:44Z,Credit Checked,Credit Team
APP-2026-0052,Receive Documents,2026-04-11T13:28:14Z,Documents Received,Intake
APP-2026-0100,Credit Check,2026-04-11T14:08:09Z,Credit Checked,Credit Team
APP-2026-0003,Disburse Funds,2026-04-11T14:23:29Z,Disbursed,Payments
APP-2026-0101,Credit Check,2026-04-11T14:58:15Z,Credit Checked,Credit Team
APP-2026-0100,Request Documents,2026-04-11T15:50:09Z,Awaiting Documents,Credit Team
APP-2026-0008,Underwrite,2026-04-11T16:26:35Z,Underwritten,Underwriting
APP-2026-0102,Credit Check,2026-04-11T16:41:51Z,Credit Checked,Credit Team
APP-2026-0059,Approve Application,2026-04-11T17:00:17Z,Approved,Underwriting
APP-2026-0078,Approve Application,2026-04-11T17:01:13Z,Approved,Underwriting
APP-2026-0034,Credit Check,2026-04-11T17:58:23Z,Credit Checked,Credit Team
APP-2026-0054,Disburse Funds,2026-04-11T18:22:21Z,Disbursed,Payments
APP-2026-0088,Decline Application,2026-04-11T18:41:32Z,Declined,Underwriting
APP-2026-0082,Underwrite,2026-04-11T19:09:07Z,Underwritten,Underwriting
APP-2026-0099,Request Documents,2026-04-11T19:59:44Z,Awaiting Documents,Credit Team
APP-2026-0070,Underwrite,2026-04-11T20:02:18Z,Underwritten,Underwriting
APP-2026-0102,Request Documents,2026-04-11T20:12:51Z,Awaiting Documents,Credit Team
APP-2026-0070,Decline Application,2026-04-11T21:27:18Z,Declined,Underwriting
APP-2026-0038,Underwrite,2026-04-11T22:27:25Z,Underwritten,Underwriting
APP-2026-0055,Receive Documents,2026-04-11T23:12:11Z,Documents Received,Intake
APP-2026-0034,Request Documents,2026-04-11T23:45:23Z,Awaiting Documents,Credit Team
APP-2026-0025,Receive Documents,2026-04-12T00:36:00Z,Documents Received,Intake
APP-2026-0032,Credit Check,2026-04-12T00:39:13Z,Credit Checked,Credit Team
APP-2026-0021,Disburse Funds,2026-04-12T00:40:04Z,Disbursed,Payments
APP-2026-0029,Credit Check,2026-04-12T00:47:03Z,Credit Checked,Credit Team
APP-2026-0097,Underwrite,2026-04-12T01:00:19Z,Underwritten,Underwriting
APP-2026-0001,Disburse Funds,2026-04-12T01:27:31Z,Disbursed,Payments
APP-2026-0087,Underwrite,2026-04-12T02:03:16Z,Underwritten,Underwriting
APP-2026-0032,Request Documents,2026-04-12T02:06:13Z,Awaiting Documents,Credit Team
APP-2026-0008,Approve Application,2026-04-12T02:40:35Z,Approved,Underwriting
APP-2026-0061,Credit Check,2026-04-12T04:13:00Z,Credit Checked,Credit Team
APP-2026-0082,Decline Application,2026-04-12T04:30:07Z,Declined,Underwriting
APP-2026-0027,Underwrite,2026-04-12T04:47:10Z,Underwritten,Underwriting
APP-2026-0038,Approve Application,2026-04-12T05:02:25Z,Approved,Underwriting
APP-2026-0087,Approve Application,2026-04-12T05:13:16Z,Approved,Underwriting
APP-2026-0030,Credit Check,2026-04-12T05:28:05Z,Credit Checked,Credit Team
APP-2026-0097,Approve Application,2026-04-12T05:30:19Z,Approved,Underwriting
APP-2026-0049,Receive Documents,2026-04-12T05:32:16Z,Documents Received,Intake
APP-2026-0052,Credit Check,2026-04-12T05:46:14Z,Credit Checked,Credit Team
APP-2026-0023,Disburse Funds,2026-04-12T06:07:14Z,Disbursed,Payments
APP-2026-0050,Receive Documents,2026-04-12T06:20:52Z,Documents Received,Intake
APP-2026-0061,Request Documents,2026-04-12T07:35:00Z,Awaiting Documents,Credit Team
APP-2026-0055,Credit Check,2026-04-12T08:09:11Z,Credit Checked,Credit Team
APP-2026-0064,Receive Documents,2026-04-12T09:35:17Z,Documents Received,Intake
APP-2026-0049,Credit Check,2026-04-12T10:53:16Z,Credit Checked,Credit Team
APP-2026-0030,Request Documents,2026-04-12T10:54:05Z,Awaiting Documents,Credit Team
APP-2026-0055,Request Documents,2026-04-12T11:23:11Z,Awaiting Documents,Credit Team
APP-2026-0051,Receive Documents,2026-04-12T12:24:02Z,Documents Received,Intake
APP-2026-0101,Underwrite,2026-04-12T13:44:15Z,Underwritten,Underwriting
APP-2026-0009,Receive Documents,2026-04-12T14:25:20Z,Documents Received,Intake
APP-2026-0027,Approve Application,2026-04-12T15:20:10Z,Approved,Underwriting
APP-2026-0098,Receive Documents,2026-04-12T15:37:50Z,Documents Received,Intake
APP-2026-0025,Credit Check,2026-04-12T15:51:00Z,Credit Checked,Credit Team
APP-2026-0058,Receive Documents,2026-04-12T16:17:23Z,Documents Received,Intake
APP-2026-0050,Credit Check,2026-04-12T16:27:52Z,Credit Checked,Credit Team
APP-2026-0101,Approve Application,2026-04-12T17:10:15Z,Approved,Underwriting
APP-2026-0051,Credit Check,2026-04-12T17:42:02Z,Credit Checked,Credit Team
APP-2026-0029,Underwrite,2026-04-12T17:54:03Z,Underwritten,Underwriting
APP-2026-0089,Underwrite,2026-04-12T18:11:16Z,Underwritten,Underwriting
APP-2026-0018,Receive Documents,2026-04-12T19:13:57Z,Documents Received,Intake
APP-2026-0009,Credit Check,2026-04-12T19:27:20Z,Credit Checked,Credit Team
APP-2026-0008,Disburse Funds,2026-04-12T19:36:35Z,Disbursed,Payments
APP-2026-0051,Request Documents,2026-04-12T19:55:02Z,Awaiting Documents,Credit Team
APP-2026-0025,Underwrite,2026-04-12T20:20:00Z,Underwritten,Underwriting
APP-2026-0044,Underwrite,2026-04-12T20:36:30Z,Underwritten,Underwriting
APP-2026-0080,Receive Documents,2026-04-12T20:55:59Z,Documents Received,Intake
APP-2026-0044,Approve Application,2026-04-12T21:37:30Z,Approved,Underwriting
APP-2026-0050,Request Documents,2026-04-12T22:09:52Z,Awaiting Documents,Credit Team
APP-2026-0025,Approve Application,2026-04-12T22:41:00Z,Approved,Underwriting
APP-2026-0078,Disburse Funds,2026-04-12T23:31:13Z,Disbursed,Payments
APP-2026-0087,Disburse Funds,2026-04-12T23:44:16Z,Disbursed,Payments
APP-2026-0098,Credit Check,2026-04-13T00:54:50Z,Credit Checked,Credit Team
APP-2026-0086,Disburse Funds,2026-04-13T01:05:26Z,Disbursed,Payments
APP-2026-0094,Receive Documents,2026-04-13T01:18:51Z,Documents Received,Intake
APP-2026-0089,Approve Application,2026-04-13T01:57:16Z,Approved,Underwriting
APP-2026-0029,Approve Application,2026-04-13T02:02:03Z,Approved,Underwriting
APP-2026-0090,Receive Documents,2026-04-13T03:59:41Z,Documents Received,Intake
APP-2026-0098,Request Documents,2026-04-13T03:59:50Z,Awaiting Documents,Credit Team
APP-2026-0012,Underwrite,2026-04-13T04:05:51Z,Underwritten,Underwriting
APP-2026-0014,Receive Documents,2026-04-13T04:35:55Z,Documents Received,Intake
APP-2026-0094,Credit Check,2026-04-13T04:52:51Z,Credit Checked,Credit Team
APP-2026-0064,Credit Check,2026-04-13T06:56:17Z,Credit Checked,Credit Team
APP-2026-0032,Receive Documents,2026-04-13T07:19:13Z,Documents Received,Intake
APP-2026-0018,Credit Check,2026-04-13T07:51:57Z,Credit Checked,Credit Team
APP-2026-0075,Receive Documents,2026-04-13T08:46:10Z,Documents Received,Intake
APP-2026-0103,Receive Application,2026-04-13T09:12:24Z,Received,Intake
APP-2026-0104,Receive Application,2026-04-13T10:26:06Z,Received,Intake
APP-2026-0103,Verify Identity,2026-04-13T10:26:24Z,Identity Verified,Intake
APP-2026-0105,Receive Application,2026-04-13T11:02:47Z,Received,Intake
APP-2026-0058,Credit Check,2026-04-13T11:33:23Z,Credit Checked,Credit Team
APP-2026-0064,Request Documents,2026-04-13T11:48:17Z,Awaiting Documents,Credit Team
APP-2026-0106,Receive Application,2026-04-13T11:54:46Z,Received,Intake
APP-2026-0107,Receive Application,2026-04-13T11:56:34Z,Received,Intake
APP-2026-0080,Credit Check,2026-04-13T12:46:59Z,Credit Checked,Credit Team
APP-2026-0107,Verify Identity,2026-04-13T13:06:34Z,Identity Verified,Intake
APP-2026-0012,Approve Application,2026-04-13T13:12:51Z,Approved,Underwriting
APP-2026-0108,Receive Application,2026-04-13T13:20:45Z,Received,Intake
APP-2026-0104,Verify Identity,2026-04-13T13:24:06Z,Identity Verified,Intake
APP-2026-0032,Credit Check,2026-04-13T13:44:13Z,Credit Checked,Credit Team
APP-2026-0014,Credit Check,2026-04-13T14:14:55Z,Credit Checked,Credit Team
APP-2026-0109,Receive Application,2026-04-13T14:28:28Z,Received,Intake
APP-2026-0110,Receive Application,2026-04-13T15:08:39Z,Received,Intake
APP-2026-0002,Receive Documents,2026-04-13T15:40:14Z,Documents Received,Intake
APP-2026-0039,Receive Documents,2026-04-13T15:57:20Z,Documents Received,Intake
APP-2026-0105,Verify Identity,2026-04-13T16:04:47Z,Identity Verified,Intake
APP-2026-0058,Request Documents,2026-04-13T16:15:23Z,Awaiting Documents,Credit Team
APP-2026-0108,Verify Identity,2026-04-13T17:36:45Z,Identity Verified,Intake
APP-2026-0106,Verify Identity,2026-04-13T18:08:46Z,Identity Verified,Intake
APP-2026-0100,Receive Documents,2026-04-13T18:40:09Z,Documents Received,Intake
APP-2026-0062,Receive Documents,2026-04-13T18:42:54Z,Documents Received,Intake
APP-2026-0110,Verify Identity,2026-04-13T18:57:39Z,Identity Verified,Intake
APP-2026-0053,Receive Documents,2026-04-13T18:59:11Z,Documents Received,Intake
APP-2026-0074,Receive Documents,2026-04-13T19:15:13Z,Documents Received,Intake
APP-2026-0080,Request Documents,2026-04-13T19:31:59Z,Awaiting Documents,Credit Team
APP-2026-0089,Disburse Funds,2026-04-13T19:51:16Z,Disbursed,Payments
APP-2026-0109,Verify Identity,2026-04-13T20:07:28Z,Identity Verified,Intake
APP-2026-0106,Credit Check,2026-04-13T20:22:46Z,Credit Checked,Credit Team
APP-2026-0018,Underwrite,2026-04-13T21:01:57Z,Underwritten,Underwriting
